timestamp,experiment_tag,lambda_AE,lambda_attack,tau_fixed,tau_perc,k_samples,test_stealth,test_exceed_fixed_tau,test_absr,test_impact,test_wgap,False_Alarm_nominal,Attack_Exceed
2026-02-21T13:21:37,truck_model_AE10_ATK1em03_LG1_LS1_LI1,10.0,0.001,0.06577152758836746,0.0634939968585968,4,0.00016118633139909736,0.999838813668601,0.12134973100265867,0.01783304218698814,-0.12737750768815218,0.010315925209542231,1.0
