timestamp,experiment_tag,lambda_AE,lambda_attack,tau_fixed,tau_perc,k_samples,test_stealth,test_exceed_fixed_tau,test_absr,test_impact,test_wgap,False_Alarm_nominal,Attack_Exceed
2026-02-21T13:21:37,truck_model_AE1_ATK0p01_LG1_LS1_LI1,1.0,0.01,0.06577152758836746,0.0634939968585968,4,0.0,1.0,0.5683954125696579,0.3840469946732912,-0.5797460695991664,0.010315925209542231,1.0
