timestamp,experiment_tag,lambda_AE,lambda_attack,tau_fixed,tau_perc,k_samples,test_stealth,test_exceed_fixed_tau,test_absr,test_impact,test_wgap,False_Alarm_nominal,Attack_Exceed
2026-02-21T19:19:54,csu_model_AE350_ATK3_LG1_LS1_LI1,350.0,3.0,0.019556771516799874,0.019833270609378797,4,0.6222226339222819,0.37777736607771806,0.01646203050682554,0.0003337587104769071,-0.015207848174892307,0.010072581839727448,0.40053325433269144
