timestamp,experiment_tag,lambda_AE,lambda_attack,tau_fixed,tau_perc,k_samples,test_stealth,test_exceed_fixed_tau,test_absr,test_impact,test_wgap,False_Alarm_nominal,Attack_Exceed
2026-02-22T16:23:09,csu_model_AE450_ATK1em03_LG1_LS1_LI1,450.0,0.001,0.05694942593574535,0.052052668333053526,4,0.594413941406384,0.40558605859361596,0.04856629002288848,0.00399664304242864,-0.05828695113760214,0.01002625925041776,0.9663404153735975
