timestamp,experiment_tag,lambda_AE,lambda_attack,tau_fixed,tau_perc,k_samples,test_stealth,test_exceed_fixed_tau,test_absr,test_impact,test_wgap,False_Alarm_nominal,Attack_Exceed
2026-02-21T13:38:34,truck_model_AE500_ATK1_LG1_LS1_LI1,500,1,0.065771528,0.063493997,4,0.804642166,0.195357834,0.040153635,0.003315028,-0.008436254,0.010315925,0.109606705
2026-02-21T13:35:32,truck_model_AE450_ATK1em03_LG1_LS1_LI1,450,0.001,0.065771528,0.063493997,4,0.890232108,0.109767892,0.030571393,0.00237608,0.002760985,0.010315925,0.130238556
2026-02-21T13:35:28,truck_model_AE400_ATK0p1_LG1_LS1_LI1,400,0.1,0.065771528,0.063493997,4,0.814958092,0.185041908,0.037053345,0.003077218,0.005245502,0.010315925,0.141843972
2026-02-21T13:21:39,truck_model_AE10_ATK2_LG1_LS1_LI1,10,2,0.065771528,0.063493997,4,0.721631206,0.278368794,0.045869983,0.004500451,-0.003345913,0.010315925,0.142488717
2026-02-21T13:25:09,truck_model_AE50_ATK3_LG1_LS1_LI1,50,3,0.065771528,0.063493997,4,0.87653127,0.12346873,0.033011164,0.00247724,0.000107831,0.010315925,0.159252095
2026-02-21T13:32:44,truck_model_AE350_ATK4_LG1_LS1_LI1,350,4,0.065771528,0.063493997,4,0.773210832,0.226789168,0.038714238,0.003337301,0.00046813,0.010315925,0.162475822
2026-02-21T13:36:06,truck_model_AE450_ATK3_LG1_LS1_LI1,450,3,0.065771528,0.063493997,4,0.865248227,0.134751773,0.033162421,0.002476238,-0.012535169,0.010315925,0.162475822
2026-02-21T13:25:09,truck_model_AE100_ATK10_LG1_LS1_LI1,100,10,0.065771528,0.063493997,4,0.801901999,0.198098001,0.040079619,0.003224709,-0.010985379,0.010315925,0.172791747
2026-02-21T13:21:44,truck_model_AE10_ATK10_LG1_LS1_LI1,10,10,0.065771528,0.063493997,4,0.746453901,0.253546099,0.044384488,0.004298297,0.002791738,0.010315925,0.178594455
2026-02-21T13:28:30,truck_model_AE200_ATK0p1_LG1_LS1_LI1,200,0.1,0.065771528,0.063493997,4,0.842843327,0.157156673,0.036183294,0.002867688,-0.032206541,0.010315925,0.186976144
2026-02-21T13:35:28,truck_model_AE400_ATK5_LG1_LS1_LI1,400,5,0.065771528,0.063493997,4,0.867827208,0.132172792,0.036519135,0.002574089,-0.021671951,0.010315925,0.199226306
2026-02-21T13:25:03,truck_model_AE50_ATK5_LG1_LS1_LI1,50,5,0.065771528,0.063493997,4,0.783687943,0.216312057,0.039804038,0.003319345,-4.42E-05,0.010315925,0.200515796
2026-02-21T13:24:57,truck_model_AE100_ATK1em03_LG1_LS1_LI1,100,0.001,0.065771528,0.063493997,4,0.718246293,0.281753707,0.049402264,0.003756866,-0.024149318,0.010315925,0.217279175
2026-02-21T13:39:00,truck_model_AE500_ATK5_LG1_LS1_LI1,500,5,0.065771528,0.063493997,4,0.775628627,0.224371373,0.040450816,0.003295723,-0.015059008,0.010315925,0.313346228
2026-02-21T13:28:19,truck_model_AE150_ATK4_LG1_LS1_LI1,150,4,0.065771528,0.063493997,4,0.613475178,0.386524822,0.057712992,0.004661489,-0.059588941,0.010315925,0.439716312
2026-02-21T13:28:36,truck_model_AE200_ATK4_LG1_LS1_LI1,200,4,0.065771528,0.063493997,4,0.618955513,0.381044487,0.053835751,0.004761437,-0.042513802,0.010315925,0.477756286
2026-02-21T13:21:30,truck_model_AE50_ATK1em03_LG1_LS1_LI1,50,0.001,0.065771528,0.063493997,4,0.398452611,0.601547389,0.068463866,0.006247199,-0.071001769,0.010315925,0.617666022
2026-02-21T13:28:45,truck_model_AE250_ATK1em03_LG1_LS1_LI1,250,0.001,0.065771528,0.063493997,4,0.510477112,0.489522888,0.062985311,0.005240807,-0.06546345,0.010315925,0.666666667
2026-02-21T13:28:31,truck_model_AE200_ATK0p01_LG1_LS1_LI1,200,0.01,0.065771528,0.063493997,4,0.496292715,0.503707285,0.063535371,0.00531933,-0.065554913,0.010315925,0.695680206
2026-02-21T13:24:49,truck_model_AE50_ATK0p1_LG1_LS1_LI1,50,0.1,0.065771528,0.063493997,4,0.249194069,0.750805931,0.075297746,0.007275893,-0.078346597,0.010315925,0.738233398
2026-02-21T13:24:59,truck_model_AE100_ATK0p1_LG1_LS1_LI1,100,0.1,0.065771528,0.063493997,4,0.325274017,0.674725983,0.069664243,0.006263254,-0.072337721,0.010315925,0.823339781
2026-02-21T13:24:53,truck_model_AE50_ATK1_LG1_LS1_LI1,50,1,0.065771528,0.063493997,4,0.248388137,0.751611863,0.078440471,0.008015198,-0.081697325,0.010315925,0.845905867
2026-02-21T13:25:40,truck_model_AE150_ATK0p1_LG1_LS1_LI1,150,0.1,0.065771528,0.063493997,4,0.308510638,0.691489362,0.069968038,0.006273605,-0.072897007,0.010315925,0.854287556
2026-02-21T13:25:03,truck_model_AE100_ATK4_LG1_LS1_LI1,100,4,0.065771528,0.063493997,4,0.204867827,0.795132173,0.074592478,0.007059901,-0.077689193,0.010315925,0.878787879
2026-02-21T13:24:54,truck_model_AE50_ATK2_LG1_LS1_LI1,50,2,0.065771528,0.063493997,4,0.063346228,0.936653772,0.084266352,0.008848318,-0.088011267,0.010315925,0.936170213
2026-02-21T13:21:37,truck_model_AE1_ATK0p01_LG1_LS1_LI1,1,0.01,0.065771528,0.063493997,4,0,1,0.568395413,0.384046995,-0.57974607,0.010315925,1
2026-02-21T13:21:34,truck_model_AE1_ATK0p1_LG1_LS1_LI1,1,0.1,0.065771528,0.063493997,4,0,1,0.580707562,0.400595868,-0.591417776,0.010315925,1
2026-02-21T13:21:25,truck_model_AE1_ATK10_LG1_LS1_LI1,1,10,0.065771528,0.063493997,4,0,1,3003.527941,9023240.971,114060.8106,0.010315925,1
2026-02-21T13:21:51,truck_model_AE1_ATK1em03_LG1_LS1_LI1,1,0.001,0.065771528,0.063493997,4,0,1,0.568699396,0.384273821,-0.580200036,0.010315925,1
2026-02-21T13:21:29,truck_model_AE1_ATK1_LG1_LS1_LI1,1,1,0.065771528,0.063493997,4,0,1,0.728544468,0.628449446,-0.728019866,0.010315925,1
2026-02-21T13:21:47,truck_model_AE1_ATK2_LG1_LS1_LI1,1,2,0.065771528,0.063493997,4,0,1,1.01384752,1.218011418,-0.977115647,0.010315925,1
2026-02-21T13:21:28,truck_model_AE1_ATK3_LG1_LS1_LI1,1,3,0.065771528,0.063493997,4,0,1,1.763526175,3.761192798,-1.557359644,0.010315925,1
2026-02-21T13:21:27,truck_model_AE1_ATK4_LG1_LS1_LI1,1,4,0.065771528,0.063493997,4,0,1,5.019083243,38.62059664,-1.966981959,0.010315925,1
2026-02-21T13:21:36,truck_model_AE1_ATK5_LG1_LS1_LI1,1,5,0.065771528,0.063493997,4,0,1,2099.93286,4437177.314,1101.193336,0.010315925,1
2026-02-21T13:21:30,truck_model_AE10_ATK0p01_LG1_LS1_LI1,10,0.01,0.065771528,0.063493997,4,0,1,0.122876772,0.018163325,-0.129037885,0.010315925,1
2026-02-21T13:21:37,truck_model_AE10_ATK0p1_LG1_LS1_LI1,10,0.1,0.065771528,0.063493997,4,0,1,0.124341911,0.018664676,-0.130613014,0.010315925,1
2026-02-21T13:21:37,truck_model_AE10_ATK1em03_LG1_LS1_LI1,10,0.001,0.065771528,0.063493997,4,0.000161186,0.999838814,0.121349731,0.017833042,-0.127377508,0.010315925,1
2026-02-21T13:21:27,truck_model_AE10_ATK1_LG1_LS1_LI1,10,1,0.065771528,0.063493997,4,0,1,0.126354053,0.019171551,-0.132738905,0.010315925,1
