timestamp,experiment_tag,lambda_AE,lambda_attack,tau_fixed,tau_perc,k_samples,test_stealth,test_exceed_fixed_tau,test_absr,test_impact,test_wgap,False_Alarm_nominal,Attack_Exceed
2026-02-21T17:18:24,csu_model_AE1_ATK0p1_LG1_LS1_LI1,1.0,0.1,0.05694942593574535,0.052052668333053526,4,0.0,1.0,0.6189090687275559,0.559011412359815,-0.6893614349785839,0.01002625925041776,1.0
